360	EU51_B192411	24	unknown	unknown	unknown	unknown	unknown	unknown	hybrid	L	Bbis
361	K30	16	3.0	unknown	US	RI	unknown	L	hybrid	I	AT9
362	K12	3	2.0	unknown	US	RI	unknown	D	hybrid	K	AT11
363	K7	1	1.0	unknown	US	RI	unknown	L	hybrid	A	AT1
364	K80	19	3.0	unknown	US	CT	unknown	L	hybrid	E	Bbis
365	K89	16	unknown	unknown	unknown	unknown	unknown	unknown	hybrid	Ia	AT9
366	K16	9	2.0	unknown	US	RI	unknown	D	hybrid	N	AT13
367	EU14_B89613	545	unknown	unknown	unknown	unknown	unknown	unknown	hybrid	Bb	AT2
368	K17	3	2.0	unknown	US	RI	unknown	L	hybrid	K	AT11
369	K70	3	2.0	unknown	US	CT	unknown	D	hybrid	K	AT11
370	K57	1	1.0	unknown	US	RI	unknown	D	hybrid	A	AT1
371	K76	4	2.0	unknown	US	CT	unknown	D	hybrid	H	AT8
372	K3	1	1.0	unknown	US	RI	unknown	D	hybrid	A	AT1
373	K71	1	1.0	unknown	US	RI	unknown	L	hybrid	A	AT1
374	K60	1	1.0	unknown	US	RI	unknown	D	hybrid	A	AT1
375	K82	3	2.0	unknown	US	RI	unknown	L	hybrid	K	AT11
376	K11	3	2.0	unknown	US	CT	unknown	D	hybrid	K	AT11
377	K59	3	2.0	unknown	US	RI	unknown	L	hybrid	K	AT11
378	K69	1	1.0	unknown	US	CT	unknown	L	hybrid	A	AT1
